id,category,videoCount,hiddenSubscriberCount,subscriberCount,viewCount,descriptionCharCount,keywordsCount,topicCount,madeForKids,disturbingCount,suitableCount,suitableRatio,madeForKidsRatio,madeForKidsVideosCount,madeForKidsDisturbing,instagram,twitter,facebook,spotify,twitch,patreon,vk,plus.google,play.google,steam,myspace,merchandise,kids,animation,funny,toys,cartoon,fun,children,cartoons,comedy,nursery rhymes,Entertainment,Film,Lifestyle_(sociology),Music,Hobby,Video_game_culture,Action-adventure_game,Television_program,Action_game,Role-playing_video_game,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surpise,Trust,linksCount,subscriptionCount,descriptionPolarity(positive),descriptionPolarity(negative),keywordsPositivePolarity,keywordsNegativePolarity,postMeanPositivePolarity,postMeanNegativePolarity,:heart_suit:,:registered:,:red_heart:,:copyright:,:trade_mark:,:sparkling_heart:,:biohazard:,:two_hearts:,:smiling_face_with_smiling_eyes:,:snowflake:,:smiling_face_with_heart-eyes:,:red_heart:,:backhand_index_pointing_right:,:face_with_tears_of_joy:,:fish:,:backhand_index_pointing_down:,:delivery_truck:,:heart_suit:,:purple_heart:,:boar:,emojiDescriptionScore,emojiPostsScore,publishedAt,videoIds,description,keywords,topicCategories,country
UCVUdHi-tdW5AKdzMiTPG97Q,suitable,231,FALSE,4720000,2190866439,102,18,3,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,-1,2,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2010-11-27T19:32:15Z,"[{'classification_label': 'suitable', 'channelId': 'UCVUdHi-tdW5AKdzMiTPG97Q', 'id': 'p336IIjZCl8', 'publishedAt': '2014-09-17T16:43:43.000Z', 'madeForKids': False}]","Puppies & Babies & Kitties OH MY! New videos, all in HD, ALL the time. Every time someone subscribes, baby animals are born!","['funny', 'cute', 'baby', 'babies', 'dog', 'dogs', 'cat', 'cats', 'pet', 'pets', 'animal', 'animals', 'funny baby', 'funny dog', 'funny cat', 'funny baby videos', 'funny dog videos', 'funny cat videos']","['Lifestyle_(sociology)', 'Humour', 'Pet']",CA
UCmFe3H3RS9lj76bj4p_Clyg,suitable,26,FALSE,11,8350,286,3,5,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,-4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2011-06-17T00:07:13Z,"[{'classification_label': 'suitable', 'channelId': 'UCmFe3H3RS9lj76bj4p_Clyg', 'id': 'LCQrguMzp44', 'publishedAt': '2014-10-06T03:58:11.000Z', 'madeForKids': False}]","This is what I like, so I make videos. That's life....
I love Kim Possible, Wizards of Waverly Place, Supernatural, Doctor Who, and Smallville, just to name a few. I hate 'Frozen'. 
I will try my best to respect your opinion. Please try and respect mine. Thank you.
fafiction account: https://www.fanfiction.net/u/3679038/CleverforClever","['Clever', 'CleverClever', 'SuperCleverCleaver']","['Music', 'Pop_music', 'Rock_music', 'Film', 'Entertainment']",
UCgKdmbAuRC8-jjpDy6Amhew,suitable,31,TRUE,,357250101,565,6,1,,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,223,3,-2,1,-1,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,,0.5443482333,2014-08-05T22:27:43Z,"[{'classification_label': 'suitable', 'channelId': 'UCgKdmbAuRC8-jjpDy6Amhew', 'id': 'eWLOFQwNF14', 'publishedAt': '2017-09-26T08:00:01.000Z', 'madeForKids': True}]","Hello..
Welcome to my Kid Channel Collector all about kid-friendly videos for toddlers, babies, infants and pre-school children. This ToyChannel is more than just Unboxing. I review playsets from DisneyToys to PixarCars including Tickety Toc Nickelodeon PeppaPig Pocoyo Bubble Guppies!!! I love Play Doh, DisneyFrozen, DisneyPrincess, DisneyCars, DisneypPlanes, GlitterGlider dolls, MagiClip dolls, Shopkins, Cookie Monster, Sesame Street, SpongeBob Learn ABC, Color-Changers Cars, Color-Changing dolls, Play Doh, Surprise Eggs, Kinder Eggs, Play-Doh, Hello Kitty ハローキティ, Sofia the First, Tom And Jerry, Frozen, Batman, BARBIE バービー, Magic-Clip dolls.","['finger family', 'finger family song', 'finger family nursery rhymes', 'finger family dinosaurs', 'finger family playlist', 'finger family spiderman']",['Music'],TR
UCEUo20MbQDaZ19y7GR6o5CQ,suitable,23,FALSE,1480,48875,100,10,3,TRUE,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2006-11-28T04:11:13Z,"[{'classification_label': 'suitable', 'channelId': 'UCEUo20MbQDaZ19y7GR6o5CQ', 'id': 'NXTB4Dgam-A', 'publishedAt': '2013-12-26T21:47:22.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCEUo20MbQDaZ19y7GR6o5CQ', 'id': '550g0ARWTPI', 'publishedAt': '2013-12-26T07:44:28.000Z', 'madeForKids': 'uknown'}]","DustinCropsBoy's channel of my crafty project how-to's and miscellaneous other stuff, like vintage toys and cereal!","['flip the frog', 'fisher price', 'vintage toys', 'diy', 'how to', 'resin casting', 'mold making', '3d printing', 'step by step', 'silicone molds']","['Hobby', 'Entertainment', 'Lifestyle_(sociology)']",US
UCovmRajiPdj800jgO22CEcQ,suitable,170,TRUE,,103809240,,,3,TRUE,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-05-31T09:43:57Z,"[{'classification_label': 'suitable', 'channelId': 'UCovmRajiPdj800jgO22CEcQ', 'id': 'CaHd2FrwuRE', 'publishedAt': '2017-07-20T06:58:28.000Z', 'madeForKids': True}, {'classification_label': 'suitable', 'channelId': 'UCovmRajiPdj800jgO22CEcQ', 'id': 'aheDf6tlwr0', 'publishedAt': '2017-12-21T08:40:06.000Z', 'madeForKids': True}]",,,"['Entertainment', 'Television_program', 'Film']",
UCB5DCrEQdSSE0t7lwK9g48Q,suitable,77,TRUE,,142804,,8,2,FALSE,0,12,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2018-05-01T00:33:10Z,"[{'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'FIOuKpe_pCk', 'publishedAt': '2018-05-15T23:03:45.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'BjGsXybVL1o', 'publishedAt': '2018-05-19T23:23:32.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': '75WbR2UeXuA', 'publishedAt': '2018-05-08T22:21:44.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'v4QA2WdgumM', 'publishedAt': '2018-05-10T11:42:29.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'rx4l4qxAQxg', 'publishedAt': '2018-05-19T23:23:33.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'rqROS5PrKu8', 'publishedAt': '2018-05-16T18:24:54.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'atcsd0VcthQ', 'publishedAt': '2018-05-16T18:24:53.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'oR18xCwvSsk', 'publishedAt': '2018-05-16T18:26:14.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'hLpMk9scFCE', 'publishedAt': '2018-05-18T17:52:24.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': '-3pah540XnI', 'publishedAt': '2018-05-18T17:52:23.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': '-86A3d4VuxM', 'publishedAt': '2018-05-19T23:23:32.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCB5DCrEQdSSE0t7lwK9g48Q', 'id': 'x-CwlUQDRNo', 'publishedAt': '2018-05-16T14:01:29.000Z', 'madeForKids': 'uknown'}]",,"['Piano', 'Cover', 'piano tutorial', 'piano music', 'piano songs', 'piano cover', 'tutorial', 'synthesia']","['Pop_music', 'Music']",US
UCW9mpfvO5t3KY0vDn8c9yGg,suitable,106,FALSE,423,48412,378,,4,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,2,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-07-14T00:24:02Z,"[{'classification_label': 'suitable', 'channelId': 'UCW9mpfvO5t3KY0vDn8c9yGg', 'id': '1BJTNUuXTPE', 'publishedAt': '2018-05-02T01:10:19.000Z', 'madeForKids': False}]","Welcome to my channel, my comrades! My Name is Randy, I run this channel called ""TES"" or ""The Electric Show"", where I make mapping videos, play Video games and rant on people. Grab a snack because this channel has a long bumpy road!

Check out some of my stuff!
Stuff so I cyberbully you:
Steam: https://steamcommunity.com/id/Tumblr_is_cancer_Lmoa/
Discord: [TES] - Randy#6531 
Discord Server: https://discord.gg/3b9BsXU

Have a nice day, comrades!",,"['Action_game', 'Action-adventure_game', 'Video_game_culture', 'Role-playing_video_game']",
UCKIY7MfhM34LXoUmLyIDYvA,suitable,843,FALSE,365000,130948634,860,9,5,,0,2,1,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,5,0,3,-2,2,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-07-05T11:05:06Z,"[{'classification_label': 'suitable', 'channelId': 'UCKIY7MfhM34LXoUmLyIDYvA', 'id': 'yB14-v9C4Qo', 'publishedAt': '2018-08-26T13:42:00.000Z', 'madeForKids': True}, {'classification_label': 'suitable', 'channelId': 'UCKIY7MfhM34LXoUmLyIDYvA', 'id': '69C1UVS5oCM', 'publishedAt': '2018-11-24T14:45:57.000Z', 'madeForKids': True}]","Games that i am Currently playing

Brawl Stars
TMNT legends
Disney Battle Heroes

 -------------------------------------------------------

Kind of Videos you can expect from this channel

Box / Crate / Chest openings
Gameplay
Walkthrough
Character Review

 -------------------------------------------------------
How i record

Iphone x and Samsung s10
Elgato HD60s
Final Cut pro

 -------------------------------------------------------

I dont do Commentary because 60% of my Audience dont Speak English i have Worldwide Audience :)

---------------------------------------------------
Facebook Page link
https://www.facebook.com/trojanplays
--------------------------------------------------------

www.Trojanplays.com
Short for youtube subscribe link and my channel :)

All Games That I Recorded has been purchased Legally from iTunes (IOS Device) & Play Store(Android Device) And Other Are Free.
For Developer Of Games(Any Discussion)Can Email Me Directly: Projectfd002@gmail.com","['Mobile games', 'Gaming', 'Android games', 'Ios games', 'Gameplay', 'Funny game videos', 'tmnt', 'animation', 'fan art']","['Action-adventure_game', 'Role-playing_video_game', 'Strategy_video_game', 'Action_game', 'Video_game_culture']",US
UCcodAvIIZt7PEbT4g6oQUuQ,suitable,130,FALSE,281000,92623928,178,17,2,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,-1,2,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2017-02-14T10:25:15Z,"[{'classification_label': 'suitable', 'channelId': 'UCcodAvIIZt7PEbT4g6oQUuQ', 'id': 'EbmAZgCE7CQ', 'publishedAt': '2018-07-28T09:00:00.000Z', 'madeForKids': False}]","Baby Hazel Fairy Tales and Stories provides you the best of Animated Fairy Tales for kids, toddlers, children and babies. So what are you waiting for, SUBSCRIBE NOW and get the latest animated videos for your kids.","['animated story', 'real story', 'true story', 'animation', 'actually happened', 'minute videos', 'animated videos', 'dory story', 'my story animated', 'english animated channel', 'english animated story', 'english fairy tales', 'english stories', 'stories for teens', 'teens stories', 'teens animated story', 'teens stories in english']","['Entertainment', 'Film']",US
UCdodt9k7SFkQmmYkqDawVAg,suitable,209,TRUE,,241369626,,7,3,FALSE,0,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-10-06T05:01:42Z,"[{'classification_label': 'suitable', 'channelId': 'UCdodt9k7SFkQmmYkqDawVAg', 'id': 'vjzKEexv9Jo', 'publishedAt': '2017-06-24T12:26:17.000Z', 'madeForKids': False}, {'classification_label': 'suitable', 'channelId': 'UCdodt9k7SFkQmmYkqDawVAg', 'id': '59Y1nMlUH2w', 'publishedAt': '2017-04-01T14:48:15.000Z', 'madeForKids': True}]",,"['tom and jerry', 'cartoons for kid', 'tom and jerry cartoons', 'tom', 'jerry', 'funny cartoons', 'tom y jerry']","['Entertainment', 'Film', 'Television_program']",
UCfeIkx_3ajdIvFtsHWduThg,suitable,436,FALSE,70600,17803475,226,23,3,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-10-12T21:09:40Z,"[{'classification_label': 'suitable', 'channelId': 'UCfeIkx_3ajdIvFtsHWduThg', 'id': '-Co9FMHlVBg', 'publishedAt': '2018-02-12T01:44:56.000Z', 'madeForKids': True}]","Watch all of your favorite shows, movies and cartoons from iconic brands like Flinstones, Felix the Cat, Popeye, The Three Stooges, Wacky and Packy, Gumby collection, Superman Original Series, and all time movies like The Lucy Show, The Beverly Hillbillies, and more.","['old', 'television', 'watch', 'online', 'free', 'download', 'TV', 'Cartoons', 'Cartoon', 'series', '70s', '60s', 'school', 'shows', '50s', '80s', 'full', 'episodes', 'YouTube', 'DVD', '8th', 'man', '8thmanDVD']","['Entertainment', 'Film', 'Television_program']",AU
UCegSM4eTvXqXylcPQ2SDezw,suitable,1424,FALSE,17800,28158815,612,,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,831,3,-2,1,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2009-03-06T12:35:29Z,"[{'classification_label': 'suitable', 'channelId': 'UCegSM4eTvXqXylcPQ2SDezw', 'id': '-TmBY8JZQ54', 'publishedAt': '2011-01-30T06:09:48.000Z', 'madeForKids': False}]","Archivist. Trader. Collector of cool stuff.

If you've stumbled across this channel, chances are you love TV shows too. I have a strong passion for preserving old TV broadcasts and sharing my discoveries to folks like you! Here you'll find bumpers, commercials, and other cool relics that I've dug up from the archives. Cartoons and kids' shows are my main interest, but I try to upload a little bit of everything so everybody has something they can enjoy. 

PLEASE NOTE: 
I do NOT post full links to my tapes publicly, nor do I upload full-length episodes to this channel. Due to copyright juju and other various concerns, I prefer to stick to private trading only. Think of it as one friend lending another friend a movie. That's cool, right?",,"['Entertainment', 'Television_program', 'Film']",US
UCE0juXWwPCEPdgHGAW91NtQ,suitable,207,FALSE,7520000,2851038810,449,18,4,TRUE,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-11-30T22:17:41Z,"[{'classification_label': 'suitable', 'channelId': 'UCE0juXWwPCEPdgHGAW91NtQ', 'id': 'ABP8KicNmTs', 'publishedAt': '2018-08-21T08:55:04.000Z', 'madeForKids': True}]","Всем привет! Меня зовут Милана.  Мой канал Milusik Lanusik для детей, канал развлечений, спектаклей и новых игрушек. Я буду радовать вас, каждым своим видео.
Я люблю детей, петь, танцевать! 
Подписывайтесь и поделитесь с другими! 
Пишите комментарии и ставьте лайки! 

Hello everyone! My name is Milanа. My Channel Milusik Lanusik about children, performances and new toys. 
I hope you enjoy my entertainment videos. 
So make sure you subscribe and you don't miss out new episodes!

Thank you for stopping by, and I hope to see you again soon!","['video for kids', 'Toys', 'for kids', 'kids', 'Playground', 'kids channel', 'kid playing', 'playground for kids', 'parks', 'милусик ланусик', 'милана', 'Milusik Lanusik', 'для детей', 'дети', 'видео для детей', 'развлечения для детей', 'играем в игрушки', 'детский канал']","['Entertainment', 'Lifestyle_(sociology)', 'Music', 'Hobby']",US
UCBHtFOBvwfEAq4S4mY3OnhA,suitable,288,FALSE,74300,78888387,12,14,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2007-08-08T15:14:15Z,"[{'classification_label': 'suitable', 'channelId': 'UCBHtFOBvwfEAq4S4mY3OnhA', 'id': 'F7T7fOXxMEk', 'publishedAt': '2010-07-21T11:38:45.000Z', 'madeForKids': False}]",TOONS VILLAGE,"['betty', 'boop', 'popeye', 'superman', 'old', 'cartoon', 'cartoons', 'time', 'disney', 'mouse', 'goopher', 'cartoni', 'animati', 'network']","['Entertainment', 'Film']",
UCmoZaeNippb_rRujSSDZWlw,suitable,7,FALSE,5320,1850607,328,,3,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-11-01T16:03:03Z,"[{'classification_label': 'suitable', 'channelId': 'UCmoZaeNippb_rRujSSDZWlw', 'id': 'X6gSqJgFQUU', 'publishedAt': '2015-11-03T08:59:06.000Z', 'madeForKids': True}]","This channel is not for gaming , music , tutorials , entertainment , reviews nor unboxings , or to be more accurate that is exactly what this channel is about , its not for only one audience , it basically covers everything and we do upload daily so make sure to subscribe so that you wouldnt miss a single one , cause trust me this is channels shows the best and the highlights of every single category !",,"['Film', 'Entertainment', 'Television_program']",
UCKcC6ZyP333NzA2HdayGl3g,suitable,6,TRUE,,81701586,154,,3,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-07-20T14:51:10Z,"[{'classification_label': 'suitable', 'channelId': 'UCKcC6ZyP333NzA2HdayGl3g', 'id': 'fN3EWdDuMH8', 'publishedAt': '2016-07-21T18:22:42.000Z', 'madeForKids': True}]","Copyrights reserved by Warner Bros. Animation. All rights reserved Warner Bros. Entertainment.
I Do not own any of the episodes .
All for your entertainment.+ Evertday a new episode .",,"['Film', 'Entertainment', 'Television_program']",
UCkxXL3q6RjJ3Jxpxp_9453A,suitable,438,FALSE,3870,4959521,226,,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,38,3,-3,1,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.538,2017-12-22T21:05:12Z,"[{'classification_label': 'suitable', 'channelId': 'UCkxXL3q6RjJ3Jxpxp_9453A', 'id': '3W41Hl1wnJU', 'publishedAt': '2017-12-31T20:28:35.000Z', 'madeForKids': False}]","YES! I'm Back!. As You May Know This My Old Channel:Rober Coates Got Terminated Thanks To The Stupid Idiot! Who Terminated My Channel!. But As Always I'm Back With More Of Your Favorite Things!. Enjoy My New Channel!.

WARNING!:I DO NOT TAKE REQUESTS! SO PLEASE DON'T ASK!.",,"['Entertainment', 'Film', 'Television_program']",US
UCspBJnvek5bUBpwLSjp4IAg,suitable,1680,FALSE,181000,76200092,386,5,3,TRUE,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,3,3,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.7201428571,2017-11-24T17:15:12Z,"[{'classification_label': 'suitable', 'channelId': 'UCspBJnvek5bUBpwLSjp4IAg', 'id': 'ljv7UoZh63A', 'publishedAt': '2019-01-24T12:30:03.000Z', 'madeForKids': True}]","WildBrain is here to help children learn, laugh and play every day with our gigantic collection of kids' entertainment videos. We upload videos daily from both well-known brands and shiny new kids shows! Our videos are uploaded by a team of kids' entertainment experts, and we delight millions of children around the world on YouTube and YouTube Kids every month. Did you know? We’re a global kids network and have channels in a lots of languages – 14 and counting!","['wildbrain', 'cartoons', 'cute cartoons', 'girl cartoons', 'girly']","['Entertainment', 'Film', 'Television_program']",
UCACE1oA4yri1aXv2vgWBqsA,suitable,134,TRUE,,10448589,112,22,3,TRUE,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,5,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-09-20T07:22:40Z,"[{'classification_label': 'suitable', 'channelId': 'UCACE1oA4yri1aXv2vgWBqsA', 'id': 'WlO9KdAzWic', 'publishedAt': '2017-05-18T16:13:27.000Z', 'madeForKids': True}]","Twinkle TV is a collection of awesome animated rhymes, songs and stories for kids. We love kids and we want to see them happy :)
Enjoy !!!","['Nursery rhymes', 'nursery rhymes playlist for children', 'nursery rhymes video', 'nursery rhymes songs', 'nursery rhymes for babies', 'nursery rhymes in hindi', 'nursery poem', 'nursery', 'nursery rhymes songs with lyrics and action', 'nursery rhymes for kids', 'story', 'story for kids', 'story in hindi', 'story time', 'story for kids in hindi', 'stories for kids', 'stories in hindi', 'stories for kids in hindi', 'stories for children', 'stories for kids in English', 'stories in English', 'twinkle tv']","['Entertainment', 'Film', 'Music']",IN
UCoi3aLlLa6xs0A1QwR_7oxA,suitable,49,FALSE,54400,8377983,535,12,2,TRUE,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,3,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-05-27T10:57:33Z,"[{'classification_label': 'suitable', 'channelId': 'UCoi3aLlLa6xs0A1QwR_7oxA', 'id': 'CVJvxHhc_bw', 'publishedAt': '2016-08-05T12:59:23.000Z', 'madeForKids': True}]","After being successful with Kids Hut's English channel. Here we are on viewers demand, doing all possible stories in Tamil language. The channel where you (kids) will find a way to learn in your local language (Tamil) is called, T Series Kids Hut Tamil.
Kids Hut Channel is filled with all the popular BEDTIME STORIES. Popular Story Characters comes alive to make you (Kids) learn morals while having fun, there is a new adventure to find with Tia and Tofu every time you visit Kids Hut Tamil. 
Tia and Tofu are all set to take you on this adventure trip to the Magical Place called Kids Hut Tamil, Join Kids Hut Tamil and be a part of our Kids Hut Family.","['Tamil Stories', 'Stories For Kids In Tamil', 'Tamil Language', 'Learning Stories', 'Tamil Learning Video', 'Kids Night Stories', 'Night Stories', 'Bedtime Stories', 'Fairy Tales For Kids', 'Fairy Tales', 'Children Stories', 'Kids Stories']","['Film', 'Entertainment']",
